Date,MBG.DE,BMW.DE,LHA.DE,AF.PA,BAYN.DE,NVS,RO.SW,AAPL,AMZN,GOOG
2016-01-04,50.609893798828125,64.88021850585938,13.414033889770508,7.25,83.98252868652344,56.90324020385742,216.19268798828125,24.07474136352539,31.84950065612793,37.09199905395508
2016-01-05,50.6030158996582,64.57780456542969,13.831049919128418,7.489999771118164,84.13378143310547,57.208492279052734,219.81600952148438,23.4714412689209,31.68950080871582,37.12900161743164
2016-01-06,49.317840576171875,62.43974304199219,14.048826217651367,7.550000190734863,82.92376708984375,56.425453186035156,216.9978790283203,23.01211166381836,31.63249969482422,37.180999755859375
2016-01-07,47.420997619628906,60.090702056884766,13.909820556640625,7.580999851226807,80.8062515258789,55.70213317871094,214.5823211669922,22.04090118408203,30.39699935913086,36.31949996948242
2016-01-08,46.86432647705078,58.68407440185547,13.826415061950684,7.676000118255615,78.57527923583984,54.12278366088867,210.15379333496094,22.157442092895508,30.352500915527344,35.7234992980957
2016-01-11,46.82308578491211,58.473087310791016,13.580839157104492,7.755000114440918,77.74339294433594,54.17586898803711,208.1408233642578,22.516223907470703,30.886999130249023,35.80149841308594
2016-01-12,47.51721954345703,59.67574691772461,13.298196792602539,7.697999954223633,78.80215454101562,54.57402420043945,211.361572265625,22.8430118560791,30.894500732421875,36.30350112915039
2016-01-13,46.898681640625,58.29725646972656,13.270394325256348,7.723999977111816,78.91559600830078,53.81089401245117,211.76414489746094,22.255712509155273,29.090499877929688,35.02799987792969
2016-01-14,45.2286376953125,56.342063903808594,12.816309928894043,7.550000190734863,77.78120422363281,54.87928009033203,207.9394989013672,22.742460250854492,29.649999618530273,35.736000061035156
2016-01-15,44.34894561767578,54.87214279174805,12.612434387207031,7.413000106811523,76.07962036132812,53.24020004272461,204.3162078857422,22.1962947845459,28.509000778198242,34.72249984741211
2016-01-18,44.61697769165039,54.928409576416016,12.43172836303711,7.363999843597412,76.4199447631836,,204.11488342285156,,,
2016-01-19,45.03620529174805,55.462921142578125,12.668036460876465,7.519999980926514,77.51652526855469,53.74452590942383,206.9330291748047,22.088890075683594,28.724000930786133,35.089500427246094
2016-01-20,43.854122161865234,53.99300765991211,12.30198860168457,7.334000110626221,75.96619415283203,53.41273880004883,201.69932556152344,22.11859893798828,28.588499069213867,34.92250061035156
2016-01-21,45.098060607910156,55.35038757324219,12.8394775390625,7.541999816894531,78.0458984375,52.99467086791992,203.1083984375,22.006622314453125,28.750999450683594,35.329498291015625
2016-01-22,45.51729202270508,56.060733795166016,13.168456077575684,7.785999774932861,79.82310485839844,54.57402420043945,210.75767517089844,23.17664909362793,29.819000244140625,36.26250076293945
2016-01-25,44.74068832397461,55.50511932373047,13.066519737243652,7.765999794006348,80.01216888427734,54.16259765625,210.35508728027344,22.72417449951172,29.826499938964844,35.583499908447266
2016-01-26,44.73381042480469,55.84271240234375,13.122121810913086,7.877999782562256,79.67185974121094,54.8394660949707,210.958984375,22.8498592376709,30.0625,35.652000427246094
2016-01-27,45.31111145019531,56.23656463623047,13.126754760742188,7.890999794006348,79.44497680664062,51.88646697998047,212.5693359375,21.348474502563477,29.167499542236328,34.9995002746582
2016-01-28,43.90909957885742,54.5908203125,12.478063583374023,7.380000114440918,77.1005859375,50.79153823852539,207.7382049560547,21.501588821411133,31.767499923706055,36.54800033569336
2016-01-29,44.094661712646484,53.915645599365234,12.478063583374023,7.390999794006348,78.19715881347656,51.740478515625,211.16026306152344,22.244291305541992,29.350000381469727,37.147499084472656
2016-02-01,43.80601501464844,53.078704833984375,12.858011245727539,7.629000186920166,77.55433654785156,51.27595520019531,210.958984375,22.036331176757812,28.74049949645996,37.599998474121094
2016-02-02,43.18060302734375,52.065948486328125,12.769973754882812,7.441999912261963,75.89056396484375,50.32038497924805,209.95248413085938,21.5907039642334,27.604999542236328,38.23249816894531
2016-02-03,43.276817321777344,51.13053894042969,12.27882194519043,7.289000034332275,74.52173614501953,50.771629333496094,206.73175048828125,22.018049240112305,26.553499221801758,36.34749984741211
2016-02-04,41.88167953491211,50.279541015625,11.99154281616211,7.308000087738037,74.46878814697266,49.80941390991211,204.11488342285156,22.194961547851562,26.812999725341797,35.4005012512207
2016-02-05,42.12221908569336,50.92658615112305,11.935940742492676,7.294000148773193,72.90333557128906,49.32499694824219,202.90711975097656,21.6021785736084,25.10650062561035,34.17850112915039
2016-02-08,40.795814514160156,48.739295959472656,11.342850685119629,6.940000057220459,71.47400665283203,48.56185531616211,196.86819458007812,21.829641342163086,24.405000686645508,34.137001037597656
2016-02-09,40.65148162841797,47.70542907714844,11.282614707946777,6.960999965667725,70.46062469482422,48.190242767333984,193.32537841796875,21.825044631958008,24.103500366210938,33.90549850463867
2016-02-10,40.754573822021484,48.584564208984375,11.65329647064209,7.070000171661377,71.73114776611328,48.43577575683594,195.74093627929688,21.659616470336914,24.52400016784668,34.20600128173828
2016-02-11,40.43156433105469,47.24827575683594,11.342850685119629,6.881999969482422,70.19593811035156,47.91153335571289,193.48641967773438,21.52865219116211,25.19099998474121,34.15549850463867
2016-02-12,41.861061096191406,49.41447448730469,11.486491203308105,6.954999923706055,71.67063903808594,48.24333190917969,195.66041564941406,21.59528350830078,25.354000091552734,34.119998931884766
2016-02-15,43.15998077392578,51.397804260253906,11.63476276397705,6.98199987411499,72.92603302001953,,201.2161865234375,,,
2016-02-16,42.83697509765625,51.214935302734375,11.625495910644531,7.290999889373779,72.07145690917969,48.634849548339844,199.60581970214844,22.204151153564453,26.05500030517578,34.54999923706055
2016-02-17,44.57574462890625,53.022438049316406,12.042512893676758,7.447999954223633,73.87891387939453,48.87374496459961,202.30320739746094,22.544204711914062,26.704999923706055,35.41999816894531
2016-02-18,44.479530334472656,52.99430847167969,12.510497093200684,8.241999626159668,74.83935546875,48.91356658935547,205.12136840820312,22.116840362548828,26.25,34.86750030517578
2016-02-19,43.551719665527344,51.92528533935547,12.60780143737793,8.508999824523926,74.13603973388672,48.91356658935547,203.91360473632812,22.0662899017334,26.7450008392334,35.045501708984375
2016-02-22,44.25273132324219,52.88880920410156,12.547565460205078,8.02400016784668,74.84693145751953,49.258628845214844,207.7382049560547,22.25929832458496,27.975000381469727,35.323001861572266
2016-02-23,43.19434356689453,51.43999481201172,12.57536506652832,8.204000473022461,73.50835418701172,48.87374496459961,203.91360473632812,21.756118774414062,27.64699935913086,34.79249954223633
2016-02-24,41.42808532714844,49.37227249145508,12.30198860168457,8.185999870300293,71.6857681274414,49.44047164916992,203.91360473632812,22.080081939697266,27.70199966430664,34.97800064086914
2016-02-25,41.76484298706055,50.14591979980469,12.737540245056152,8.446999549865723,72.15464782714844,50.0402946472168,204.71876525878906,22.231725692749023,27.75749969482422,35.287498474121094
2016-02-26,43.05689239501953,51.96747589111328,12.649502754211426,8.37600040435791,73.98480224609375,49.661094665527344,208.34210205078125,22.266185760498047,27.761499404907227,35.253501892089844
2016-02-29,43.36616516113281,52.8536491394043,12.774606704711914,8.394000053405762,72.92603302001953,49.02680969238281,204.3162078857422,22.215641021728516,27.625999450683594,34.88850021362305
